,event,gender,year,meantime,meantime_demeanor,meantime_demeaned,event_name
2447,4987,M,2014,171.63809523809522,10262.311138600982,0.599576261412191,St Jude Rock N Roll Nashville
2448,4987,M,2015,171.7875,10262.311138600982,0.7489810233169616,St Jude Rock N Roll Nashville
2449,4987,M,2016,171.2736111111111,10262.311138600982,0.23509213442806262,St Jude Rock N Roll Nashville
2450,4987,M,2017,160.41666666666666,10262.311138600982,-10.621852310016372,St Jude Rock N Roll Nashville
2451,4987,M,2018,172.07166666666666,10262.311138600982,1.033147689983616,St Jude Rock N Roll Nashville
2452,4987,M,2019,170.57708333333332,10262.311138600982,-0.46143564334970505,St Jude Rock N Roll Nashville
2453,5001,M,2004,168.375,10279.291666666666,-2.9465277777777676,Brookings
2454,5001,M,2005,173.31666666666666,10279.291666666666,1.995138888888899,Brookings
2455,5001,M,2009,173.54166666666666,10279.291666666666,2.220138888888899,Brookings
2456,5001,M,2011,178.78333333333333,10279.291666666666,7.461805555555566,Brookings
2457,5001,M,2012,168.9,10279.291666666666,-2.4215277777777677,Brookings
2458,5001,M,2013,174.45,10279.291666666666,3.1284722222222325,Brookings
2459,5001,M,2014,175.86666666666667,10279.291666666666,4.545138888888899,Brookings
2460,5001,M,2015,173.925,10279.291666666666,2.603472222222232,Brookings
2461,5001,M,2016,171.725,10279.291666666666,0.40347222222223234,Brookings
2462,5001,M,2017,166.16666666666666,10279.291666666666,-5.154861111111101,Brookings
2463,5001,M,2018,168.15,10279.291666666666,-3.1715277777777677,Brookings
2464,5001,M,2019,162.65833333333333,10279.291666666666,-8.663194444444434,Brookings
2465,5002,M,2011,179.9,10665.0,2.15,Swan Lake
2466,5002,M,2019,175.6,10665.0,-2.15,Swan Lake
2467,5046,F,2012,169.70833333333334,10431.585714285715,-4.151428571428581,Oaklahoma City Memorial
2468,5046,F,2013,173.5,10431.585714285715,-0.3597619047619143,Oaklahoma City Memorial
2469,5046,F,2014,171.33333333333334,10431.585714285715,-2.526428571428581,Oaklahoma City Memorial
2470,5046,F,2015,174.91666666666666,10431.585714285715,1.0569047619047525,Oaklahoma City Memorial
2471,5046,F,2017,176.925,10431.585714285715,3.0652380952380858,Oaklahoma City Memorial
2472,5046,F,2018,176.475,10431.585714285715,2.6152380952380856,Oaklahoma City Memorial
2473,5046,F,2019,174.16,10431.585714285715,0.30023809523809175,Oaklahoma City Memorial
2474,5046,M,2001,166.32083333333333,10194.038333333334,-3.5798055555555646,Oaklahoma City Memorial
2475,5046,M,2002,170.68333333333334,10194.038333333334,0.7826944444444356,Oaklahoma City Memorial
2476,5046,M,2004,172.79583333333332,10194.038333333334,2.8951944444444355,Oaklahoma City Memorial
2477,5046,M,2005,170.3383333333333,10194.038333333334,0.4376944444444234,Oaklahoma City Memorial
2478,5046,M,2006,177.02333333333334,10194.038333333334,7.12269444444443,Oaklahoma City Memorial
2479,5046,M,2007,165.5,10194.038333333334,-4.400638888888897,Oaklahoma City Memorial
2480,5046,M,2011,169.91666666666666,10194.038333333334,0.016027777777768884,Oaklahoma City Memorial
2481,5046,M,2012,171.96041666666667,10194.038333333334,2.059777777777769,Oaklahoma City Memorial
2482,5046,M,2013,169.90416666666667,10194.038333333334,0.003527777777768885,Oaklahoma City Memorial
2483,5046,M,2014,170.69333333333333,10194.038333333334,0.7926944444444416,Oaklahoma City Memorial
2484,5046,M,2015,165.84666666666666,10194.038333333334,-4.053972222222243,Oaklahoma City Memorial
2485,5046,M,2016,166.96666666666667,10194.038333333334,-2.933972222222231,Oaklahoma City Memorial
2486,5046,M,2017,172.43666666666667,10194.038333333334,2.536027777777781,Oaklahoma City Memorial
2487,5046,M,2018,167.45666666666665,10194.038333333334,-2.443972222222237,Oaklahoma City Memorial
2488,5046,M,2019,170.66666666666666,10194.038333333334,0.7660277777777689,Oaklahoma City Memorial
2489,5056,F,2000,160.93333333333334,10259.197777777776,-10.05329629629626,Clevaland
2490,5056,F,2001,167.29,10259.197777777776,-3.6966296296295997,Clevaland
